Filename;Annotation tag;Upper left corner X;Upper left corner Y;Lower right corner X;Lower right corner Y;Occluded,On another road;Origin file;Origin frame number;Origin track;Origin track frame number
pedestrianCrossing_1324867104.avi_image0.png;pedestrianCrossing;410;224;437;249;0,0;vid11/MVI_0123.MOV;1094;pedestrianCrossing_1324867104.avi;2
pedestrianCrossing_1324867104.avi_image1.png;pedestrianCrossing;422;221;451;249;0,0;vid11/MVI_0123.MOV;1099;pedestrianCrossing_1324867104.avi;7
pedestrianCrossing_1324867104.avi_image2.png;pedestrianCrossing;436;217;468;249;0,0;vid11/MVI_0123.MOV;1104;pedestrianCrossing_1324867104.avi;12
pedestrianCrossing_1324867104.avi_image3.png;pedestrianCrossing;456;209;492;245;0,0;vid11/MVI_0123.MOV;1109;pedestrianCrossing_1324867104.avi;17
pedestrianCrossing_1324867104.avi_image4.png;pedestrianCrossing;481;199;522;241;0,0;vid11/MVI_0123.MOV;1114;pedestrianCrossing_1324867104.avi;22
pedestrianCrossing_1324867104.avi_image5.png;pedestrianCrossing;517;187;566;235;0,0;vid11/MVI_0123.MOV;1119;pedestrianCrossing_1324867104.avi;27
pedestrianCrossing_1324867104.avi_image6.png;pedestrianCrossing;572;165;634;227;0,0;vid11/MVI_0123.MOV;1124;pedestrianCrossing_1324867104.avi;32
pedestrianCrossing_1324867122.avi_image0.png;pedestrianCrossing;459;223;485;249;0,0;vid11/MVI_0123.MOV;1616;pedestrianCrossing_1324867122.avi;2
pedestrianCrossing_1324867122.avi_image1.png;pedestrianCrossing;476;219;505;248;0,0;vid11/MVI_0123.MOV;1621;pedestrianCrossing_1324867122.avi;7
pedestrianCrossing_1324867122.avi_image2.png;pedestrianCrossing;494;213;527;245;0,0;vid11/MVI_0123.MOV;1626;pedestrianCrossing_1324867122.avi;12
pedestrianCrossing_1324867122.avi_image3.png;pedestrianCrossing;518;206;556;243;0,0;vid11/MVI_0123.MOV;1631;pedestrianCrossing_1324867122.avi;17
