Filename;Annotation tag;Upper left corner X;Upper left corner Y;Lower right corner X;Lower right corner Y;Occluded,On another road;Origin file;Origin frame number;Origin track;Origin track frame number
stop_1324866463.avi_image0.png;stop;482;220;503;241;0,0;vid9/MVI_0121.MOV;255;stop_1324866463.avi;2
stop_1324866463.avi_image1.png;stop;491;217;514;241;0,0;vid9/MVI_0121.MOV;260;stop_1324866463.avi;7
stop_1324866463.avi_image2.png;stop;501;214;526;240;0,0;vid9/MVI_0121.MOV;265;stop_1324866463.avi;12
stop_1324866463.avi_image3.png;stop;515;210;542;238;0,0;vid9/MVI_0121.MOV;270;stop_1324866463.avi;17
stop_1324866463.avi_image4.png;stop;526;201;555;230;0,0;vid9/MVI_0121.MOV;275;stop_1324866463.avi;22
stop_1324866463.avi_image5.png;stop;542;197;575;229;0,0;vid9/MVI_0121.MOV;280;stop_1324866463.avi;27
stop_1324866463.avi_image6.png;stop;558;192;593;225;0,0;vid9/MVI_0121.MOV;285;stop_1324866463.avi;32
stop_1324866463.avi_image7.png;stop;578;182;616;219;0,0;vid9/MVI_0121.MOV;290;stop_1324866463.avi;37
stop_1324866481.avi_image0.png;stop;465;247;473;255;0,0;vid9/MVI_0121.MOV;763;stop_1324866481.avi;2
stop_1324866481.avi_image0.png;stop;358;246;364;252;0,0;vid9/MVI_0121.MOV;763;stop_1324866481.avi;2
stop_1324866481.avi_image1.png;stop;458;247;467;256;0,0;vid9/MVI_0121.MOV;772;stop_1324866481.avi;11
stop_1324866481.avi_image1.png;stop;348;248;355;254;0,0;vid9/MVI_0121.MOV;772;stop_1324866481.avi;11
stop_1324866481.avi_image2.png;stop;452;247;461;256;0,0;vid9/MVI_0121.MOV;781;stop_1324866481.avi;20
stop_1324866481.avi_image2.png;stop;338;248;345;255;0,0;vid9/MVI_0121.MOV;781;stop_1324866481.avi;20
stop_1324866481.avi_image3.png;stop;446;246;455;255;0,0;vid9/MVI_0121.MOV;790;stop_1324866481.avi;29
stop_1324866481.avi_image3.png;stop;327;247;334;254;0,0;vid9/MVI_0121.MOV;790;stop_1324866481.avi;29
stop_1324866481.avi_image4.png;stop;443;243;452;253;0,0;vid9/MVI_0121.MOV;799;stop_1324866481.avi;38
stop_1324866481.avi_image4.png;stop;318;245;326;253;0,0;vid9/MVI_0121.MOV;799;stop_1324866481.avi;38
stop_1324866481.avi_image5.png;stop;438;243;447;253;0,0;vid9/MVI_0121.MOV;808;stop_1324866481.avi;47
stop_1324866481.avi_image5.png;stop;307;243;315;251;0,0;vid9/MVI_0121.MOV;808;stop_1324866481.avi;47
stop_1324866481.avi_image6.png;stop;438;241;448;252;0,0;vid9/MVI_0121.MOV;817;stop_1324866481.avi;56
stop_1324866481.avi_image6.png;stop;300;242;309;251;0,0;vid9/MVI_0121.MOV;817;stop_1324866481.avi;56
stop_1324866481.avi_image7.png;stop;439;239;449;250;0,0;vid9/MVI_0121.MOV;826;stop_1324866481.avi;65
stop_1324866481.avi_image7.png;stop;294;240;302;249;0,0;vid9/MVI_0121.MOV;826;stop_1324866481.avi;65
stop_1324866481.avi_image8.png;stop;443;239;453;250;0,0;vid9/MVI_0121.MOV;835;stop_1324866481.avi;74
stop_1324866481.avi_image8.png;stop;288;241;298;251;0,0;vid9/MVI_0121.MOV;835;stop_1324866481.avi;74
stop_1324866481.avi_image9.png;stop;446;234;457;247;0,0;vid9/MVI_0121.MOV;844;stop_1324866481.avi;83
stop_1324866481.avi_image9.png;stop;282;238;292;249;0,0;vid9/MVI_0121.MOV;844;stop_1324866481.avi;83
stop_1324866481.avi_image10.png;stop;454;235;466;248;0,0;vid9/MVI_0121.MOV;853;stop_1324866481.avi;92
stop_1324866481.avi_image10.png;stop;279;238;289;249;0,0;vid9/MVI_0121.MOV;853;stop_1324866481.avi;92
stop_1324866481.avi_image11.png;stop;463;235;476;248;0,0;vid9/MVI_0121.MOV;862;stop_1324866481.avi;101
stop_1324866481.avi_image11.png;stop;276;238;287;250;0,0;vid9/MVI_0121.MOV;862;stop_1324866481.avi;101
stop_1324866481.avi_image12.png;stop;472;233;486;248;0,0;vid9/MVI_0121.MOV;871;stop_1324866481.avi;110
stop_1324866481.avi_image12.png;stop;271;235;282;247;0,0;vid9/MVI_0121.MOV;871;stop_1324866481.avi;110
stop_1324866481.avi_image13.png;stop;485;232;500;247;0,0;vid9/MVI_0121.MOV;880;stop_1324866481.avi;119
stop_1324866481.avi_image13.png;stop;267;233;279;246;0,0;vid9/MVI_0121.MOV;880;stop_1324866481.avi;119
stop_1324866481.avi_image14.png;stop;498;229;513;245;0,0;vid9/MVI_0121.MOV;889;stop_1324866481.avi;128
stop_1324866481.avi_image14.png;stop;261;231;274;245;0,0;vid9/MVI_0121.MOV;889;stop_1324866481.avi;128
stop_1324866481.avi_image15.png;stop;513;228;530;246;0,0;vid9/MVI_0121.MOV;898;stop_1324866481.avi;137
stop_1324866481.avi_image15.png;stop;256;230;270;244;0,0;vid9/MVI_0121.MOV;898;stop_1324866481.avi;137
stop_1324866481.avi_image16.png;stop;531;224;548;242;0,0;vid9/MVI_0121.MOV;907;stop_1324866481.avi;146
stop_1324866481.avi_image16.png;stop;249;226;264;242;0,0;vid9/MVI_0121.MOV;907;stop_1324866481.avi;146
stop_1324866481.avi_image17.png;stop;554;222;575;243;0,0;vid9/MVI_0121.MOV;916;stop_1324866481.avi;155
stop_1324866481.avi_image17.png;stop;244;224;260;240;0,0;vid9/MVI_0121.MOV;916;stop_1324866481.avi;155
stop_1324866481.avi_image18.png;stop;581;218;605;241;0,0;vid9/MVI_0121.MOV;925;stop_1324866481.avi;164
stop_1324866481.avi_image18.png;stop;240;220;258;240;0,0;vid9/MVI_0121.MOV;925;stop_1324866481.avi;164
stop_1324866481.avi_image19.png;stop;615;216;639;240;0,0;vid9/MVI_0121.MOV;934;stop_1324866481.avi;173
stop_1324866481.avi_image19.png;stop;233;217;253;239;0,0;vid9/MVI_0121.MOV;934;stop_1324866481.avi;173
stop_1324866481.avi_image20.png;stop;225;209;248;233;0,0;vid9/MVI_0121.MOV;943;stop_1324866481.avi;182
stop_1324866481.avi_image21.png;stop;214;201;239;226;0,0;vid9/MVI_0121.MOV;952;stop_1324866481.avi;191
stop_1324866481.avi_image22.png;stop;200;197;228;225;0,0;vid9/MVI_0121.MOV;961;stop_1324866481.avi;200
stop_1324866481.avi_image23.png;stop;181;194;213;226;0,0;vid9/MVI_0121.MOV;970;stop_1324866481.avi;209
stop_1324866481.avi_image24.png;stop;161;184;197;220;0,0;vid9/MVI_0121.MOV;979;stop_1324866481.avi;218
stop_1324866481.avi_image25.png;stop;133;171;174;213;0,0;vid9/MVI_0121.MOV;988;stop_1324866481.avi;227
stop_1324866481.avi_image26.png;stop;95;155;143;204;0,0;vid9/MVI_0121.MOV;997;stop_1324866481.avi;236
stop_1324866481.avi_image27.png;stop;52;134;109;192;0,0;vid9/MVI_0121.MOV;1006;stop_1324866481.avi;245
pedestrianCrossing_1324866507.avi_image0.png;pedestrianCrossing;465;227;488;248;0,0;vid9/MVI_0121.MOV;1330;pedestrianCrossing_1324866507.avi;2
pedestrianCrossing_1324866507.avi_image1.png;pedestrianCrossing;471;226;495;250;0,0;vid9/MVI_0121.MOV;1335;pedestrianCrossing_1324866507.avi;7
