Filename;Annotation tag;Upper left corner X;Upper left corner Y;Lower right corner X;Lower right corner Y;Occluded,On another road;Origin file;Origin frame number;Origin track;Origin track frame number
stop_1330545910.avi_image0.png;stop;862;104;916;158;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2667;stop_1330545910.avi;2
stop_1330545910.avi_image0.png;speedLimitUrdbl;425;197;438;213;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2667;stop_1330545910.avi;2
stop_1330545910.avi_image1.png;stop;922;88;982;148;1,0;aiua120214-0/DataLog02142012_external_camera.avi;2672;stop_1330545910.avi;7
stop_1330545910.avi_image1.png;speedLimit25;447;193;461;210;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2672;stop_1330545910.avi;7
stop_1330545910.avi_image2.png;speedLimit25;469;189;483;207;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2677;stop_1330545910.avi;12
speedLimit_1330545914.avi_image0.png;speedLimit25;529;183;546;203;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2717;speedLimit_1330545914.avi;2
speedLimit_1330545914.avi_image1.png;speedLimit25;526;191;543;211;1,0;aiua120214-0/DataLog02142012_external_camera.avi;2724;speedLimit_1330545914.avi;9
speedLimit_1330545914.avi_image2.png;speedLimit25;522;189;540;210;1,0;aiua120214-0/DataLog02142012_external_camera.avi;2731;speedLimit_1330545914.avi;16
speedLimit_1330545914.avi_image3.png;speedLimit25;518;191;536;213;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2738;speedLimit_1330545914.avi;23
speedLimit_1330545914.avi_image4.png;speedLimit25;515;191;533;213;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2745;speedLimit_1330545914.avi;30
speedLimit_1330545914.avi_image5.png;speedLimit25;512;191;531;213;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2752;speedLimit_1330545914.avi;37
speedLimit_1330545914.avi_image6.png;speedLimit25;511;191;530;213;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2759;speedLimit_1330545914.avi;44
speedLimit_1330545914.avi_image7.png;speedLimit25;511;191;530;213;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2766;speedLimit_1330545914.avi;51
speedLimit_1330545914.avi_image8.png;speedLimit25;512;192;531;216;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2773;speedLimit_1330545914.avi;58
speedLimit_1330545914.avi_image9.png;speedLimit25;513;193;532;217;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2780;speedLimit_1330545914.avi;65
speedLimit_1330545914.avi_image10.png;speedLimit25;516;193;535;217;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2787;speedLimit_1330545914.avi;72
speedLimit_1330545914.avi_image11.png;speedLimit25;518;193;537;217;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2794;speedLimit_1330545914.avi;79
speedLimit_1330545914.avi_image12.png;speedLimit25;523;192;542;216;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2801;speedLimit_1330545914.avi;86
speedLimit_1330545914.avi_image13.png;speedLimit25;529;192;549;217;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2808;speedLimit_1330545914.avi;93
speedLimit_1330545914.avi_image14.png;speedLimit25;539;192;559;217;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2815;speedLimit_1330545914.avi;100
speedLimit_1330545914.avi_image15.png;speedLimit25;551;191;572;216;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2822;speedLimit_1330545914.avi;107
speedLimit_1330545914.avi_image16.png;speedLimit25;566;189;587;214;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2829;speedLimit_1330545914.avi;114
speedLimit_1330545914.avi_image17.png;speedLimit25;586;187;608;214;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2836;speedLimit_1330545914.avi;121
speedLimit_1330545914.avi_image18.png;speedLimit25;610;183;632;210;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2843;speedLimit_1330545914.avi;128
speedLimit_1330545914.avi_image19.png;speedLimit25;638;178;661;206;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2850;speedLimit_1330545914.avi;135
speedLimit_1330545914.avi_image20.png;speedLimit25;668;175;692;203;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2857;speedLimit_1330545914.avi;142
speedLimit_1330545914.avi_image21.png;speedLimit25;697;168;722;198;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2864;speedLimit_1330545914.avi;149
speedLimit_1330545914.avi_image22.png;speedLimit25;719;162;746;194;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2871;speedLimit_1330545914.avi;156
speedLimit_1330545914.avi_image23.png;speedLimit25;729;156;758;190;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2878;speedLimit_1330545914.avi;163
speedLimit_1330545914.avi_image24.png;speedLimit25;731;150;761;187;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2885;speedLimit_1330545914.avi;170
speedLimit_1330545914.avi_image25.png;speedLimit25;734;142;765;181;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2892;speedLimit_1330545914.avi;177
speedLimit_1330545914.avi_image26.png;speedLimit25;744;134;777;175;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2899;speedLimit_1330545914.avi;184
speedLimit_1330545914.avi_image27.png;speedLimit25;761;125;797;170;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2906;speedLimit_1330545914.avi;191
speedLimit_1330545914.avi_image28.png;speedLimit25;785;107;828;157;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2913;speedLimit_1330545914.avi;198
speedLimit_1330545914.avi_image29.png;speedLimit25;831;92;878;149;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2920;speedLimit_1330545914.avi;205
stop_1330545935.avi_image0.png;stop;376;138;413;175;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3176;stop_1330545935.avi;2
stop_1330545935.avi_image0.png;stop;709;203;726;227;0,1;aiua120214-0/DataLog02142012_external_camera.avi;3176;stop_1330545935.avi;2
stop_1330545935.avi_image1.png;stop;412;145;451;185;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3181;stop_1330545935.avi;7
stop_1330545935.avi_image1.png;stop;759;215;776;241;0,1;aiua120214-0/DataLog02142012_external_camera.avi;3181;stop_1330545935.avi;7
