Filename;Annotation tag;Upper left corner X;Upper left corner Y;Lower right corner X;Lower right corner Y;Occluded,On another road;Origin file;Origin frame number;Origin track;Origin track frame number
doNotEnter_1333394790.avi_image0.png;doNotEnter;193;140;230;177;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;2538;doNotEnter_1333394790.avi;2
doNotEnter_1333394790.avi_image1.png;doNotEnter;143;140;180;177;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;2543;doNotEnter_1333394790.avi;7
doNotEnter_1333394790.avi_image2.png;doNotEnter;87;140;125;180;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;2548;doNotEnter_1333394790.avi;12
doNotEnter_1333394790.avi_image3.png;doNotEnter;31;137;71;180;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;2553;doNotEnter_1333394790.avi;17
stop_1333394828.avi_image0.png;stop;619;187;640;207;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;3418;stop_1333394828.avi;2
stop_1333394828.avi_image1.png;stop;623;184;645;206;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;3423;stop_1333394828.avi;7
stop_1333394828.avi_image2.png;stop;627;182;650;206;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;3428;stop_1333394828.avi;12
stop_1333394828.avi_image3.png;stop;631;181;655;206;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;3433;stop_1333394828.avi;17
stop_1333394828.avi_image4.png;stop;635;179;660;204;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;3438;stop_1333394828.avi;22
stop_1333394828.avi_image5.png;stop;642;178;668;205;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;3443;stop_1333394828.avi;27
stop_1333394828.avi_image6.png;stop;649;176;676;204;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;3448;stop_1333394828.avi;32
stop_1333394828.avi_image7.png;stop;657;172;685;201;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;3453;stop_1333394828.avi;37
stop_1333394828.avi_image8.png;stop;665;170;695;202;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;3458;stop_1333394828.avi;42
stop_1333394828.avi_image9.png;stop;672;163;703;196;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;3463;stop_1333394828.avi;47
stop_1333394828.avi_image10.png;stop;680;158;712;192;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;3468;stop_1333394828.avi;52
stop_1333394828.avi_image11.png;stop;687;155;722;192;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;3473;stop_1333394828.avi;57
stop_1333394828.avi_image12.png;stop;696;150;734;190;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;3478;stop_1333394828.avi;62
stop_1333394828.avi_image13.png;stop;707;144;748;186;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;3483;stop_1333394828.avi;67
stop_1333394828.avi_image14.png;stop;720;138;764;181;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;3488;stop_1333394828.avi;72
stop_1333394828.avi_image15.png;stop;735;132;782;179;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;3493;stop_1333394828.avi;77
stop_1333394828.avi_image16.png;stop;753;124;804;175;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;3498;stop_1333394828.avi;82
stop_1333394828.avi_image17.png;stop;774;113;829;170;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;3503;stop_1333394828.avi;87
stop_1333394828.avi_image18.png;stop;798;101;860;162;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;3508;stop_1333394828.avi;92
stop_1333394828.avi_image19.png;stop;829;84;898;153;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;3513;stop_1333394828.avi;97
stop_1333394828.avi_image20.png;stop;867;65;945;143;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;3518;stop_1333394828.avi;102
stop_1333394846.avi_image0.png;stop;611;185;630;203;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;3811;stop_1333394846.avi;2
stop_1333394846.avi_image0.png;doNotEnter;286;197;301;215;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;3811;stop_1333394846.avi;2
stop_1333394846.avi_image1.png;stop;614;182;634;201;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;3816;stop_1333394846.avi;7
stop_1333394846.avi_image1.png;doNotEnter;279;195;294;213;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;3816;stop_1333394846.avi;7
stop_1333394846.avi_image2.png;stop;616;179;637;199;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;3821;stop_1333394846.avi;12
stop_1333394846.avi_image2.png;doNotEnter;270;192;286;212;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;3821;stop_1333394846.avi;12
stop_1333394846.avi_image3.png;stop;618;180;640;201;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;3826;stop_1333394846.avi;17
stop_1333394846.avi_image3.png;doNotEnter;260;193;277;214;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;3826;stop_1333394846.avi;17
stop_1333394846.avi_image4.png;stop;619;180;642;202;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;3831;stop_1333394846.avi;22
stop_1333394846.avi_image4.png;doNotEnter;249;194;266;216;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;3831;stop_1333394846.avi;22
stop_1333394846.avi_image5.png;stop;622;176;643;198;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;3836;stop_1333394846.avi;27
stop_1333394846.avi_image5.png;doNotEnter;237;191;255;214;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;3836;stop_1333394846.avi;27
stop_1333394846.avi_image6.png;stop;626;170;648;194;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;3841;stop_1333394846.avi;32
stop_1333394846.avi_image6.png;doNotEnter;226;186;245;210;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;3841;stop_1333394846.avi;32
